,Short RDate FY,Utility Type,Bname,Fiscal Year,bldg sqft,MTCO2,kg CO2 / sq ft
,FY 20,Natural Gas,BAHNA WRESTLING  CENTER,2020,22072,0.293755,0.013
,FY 20,Natural Gas,FISHER RAY BASEBALL STADIUM,2020,30275,0.1853,0.006
,FY 20,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2020,17382,0.559715,0.032
,FY 20,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2020,45356,11.069495,0.244
,FY 20,Natural Gas,CRISLER ARENA,2020,265276,1.4497,0.005
,FY 20,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2020,22837,0.27795,0.012
,FY 20,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2020,89001,0,0.000
,FY 20,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2020,89026,1.81485,0.020
,FY 20,Natural Gas,WEISFELD FAMILY GOLF CENTER,2020,11307,0.00545,0.000
,FY 20,Natural Gas,FIELD HOCKEY COMPLEX,2020,14683,0.79025,0.054
,FY 20,Natural Gas,SCHEMBECHLER GLENN E HALL,2020,90891,0,0.000
,FY 20,Natural Gas,SCHEMBECHLER GLENN E HALL,2020,90891,0,0.000
,FY 10,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2010,22837,4.2401,0.186
,FY 10,Natural Gas,MICHIGAN STADIUM COMPLEX,2010,153630,43.0223,0.280
,FY 10,Natural Gas,MICHIGAN STADIUM COMPLEX,2010,153630,0.09265,0.001
,FY 10,Natural Gas,BAHNA WRESTLING  CENTER,2010,0,68.7681,#DIV/0!
,FY 10,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2010,45356,15.7614,0.348
,FY 10,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2010,88863,5.4609,0.061
,FY 10,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2010,76247,26.4225265,0.347
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,15.311012,0.220
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,7.6543615,0.110
,FY 10,Natural Gas,FISHER RAY BASEBALL STADIUM,2010,11556,11.2488,0.973
,FY 16,Natural Gas,FIELD HOCKEY COMPLEX,2016,14683,7.5755,0.516
,FY 16,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2016,45356,33.136,0.731
,FY 16,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2016,17382,6.6163,0.381
,FY 16,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2016,22837,10.9763,0.481
,FY 16,Natural Gas,CRISLER ARENA,2016,264041,4.10385,0.016
,FY 16,Natural Gas,WEISFELD FAMILY GOLF CENTER,2016,11307,2.8122,0.249
,FY 16,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2016,78278,69.196579,0.884
,FY 16,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2016,89026,15.5761,0.175
,FY 16,Natural Gas,BAHNA WRESTLING  CENTER,2016,22072,5.6898,0.258
,FY 16,Natural Gas,MICHIGAN STADIUM COMPLEX,2016,570265,145.22615,0.255
,FY 16,Natural Gas,SCHEMBECHLER GLENN E HALL,2016,85526,20.0455905,0.234
,FY 16,Natural Gas,SCHEMBECHLER GLENN E HALL,2016,85526,40.0972305,0.469
,FY 16,Natural Gas,FISHER RAY BASEBALL STADIUM,2016,30167,14.74225,0.489
,FY 21,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2021,45356,14.18526,0.313
,FY 21,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2021,22837,4.2837,0.188
,FY 21,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2021,89001,48.3460235,0.543
,FY 21,Natural Gas,FISHER RAY BASEBALL STADIUM,2021,30275,9.5484,0.315
,FY 21,Natural Gas,BAHNA WRESTLING  CENTER,2021,22072,3.58065,0.162
,FY 21,Natural Gas,SCHEMBECHLER GLENN E HALL,2021,90891,14.00541,0.154
,FY 21,Natural Gas,SCHEMBECHLER GLENN E HALL,2021,90891,28.0150165,0.308
,FY 21,Natural Gas,CRISLER ARENA,2021,265276,0.92105,0.003
,FY 21,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2021,89026,5.995,0.067
,FY 21,Natural Gas,FIELD HOCKEY COMPLEX,2021,14683,4.00575,0.273
,FY 21,Natural Gas,WEISFELD FAMILY GOLF CENTER,2021,11307,1.0355,0.092
,FY 21,Natural Gas,MICHIGAN STADIUM COMPLEX,2021,570378,94.7537,0.166
,FY 21,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2021,17382,3.863505,0.222
,FY 14,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2014,17382,0.65945,0.038
,FY 14,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2014,22837,0.20165,0.009
,FY 14,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2014,88863,0.5341,0.006
,FY 14,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2014,45356,12.88925,0.284
,FY 14,Natural Gas,BAHNA WRESTLING  CENTER,2014,22072,2.7686,0.125
,FY 14,Natural Gas,MICHIGAN STADIUM COMPLEX,2014,570265,2.42525,0.004
,FY 14,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2014,78402,3.321012,0.042
,FY 14,Natural Gas,WEISFELD FAMILY GOLF CENTER,2014,11307,0.0109,0.001
,FY 14,Natural Gas,CRISLER ARENA,2014,264041,0.51775,0.002
,FY 14,Natural Gas,SCHEMBECHLER GLENN E HALL,2014,85525,0.9620885,0.011
,FY 14,Natural Gas,SCHEMBECHLER GLENN E HALL,2014,85525,1.9244495,0.023
,FY 14,Natural Gas,FISHER RAY BASEBALL STADIUM,2014,30167,2.34895,0.078
,FY 13,Natural Gas,SCHEMBECHLER GLENN E HALL,2013,77187,1.424957,0.018
,FY 13,Natural Gas,SCHEMBECHLER GLENN E HALL,2013,77187,2.85035,0.037
,FY 13,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2013,88863,0.47415,0.005
,FY 13,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2013,88863,0.36515,0.004
,FY 13,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2013,17382,1.24805,0.072
,FY 13,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2013,17382,0.3924,0.023
,FY 13,Natural Gas,WEISFELD FAMILY GOLF CENTER,2013,11307,0,0.000
,FY 13,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2013,22837,0.218,0.010
,FY 13,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2013,22837,0.50685,0.022
,FY 13,Natural Gas,BAHNA WRESTLING  CENTER,2013,22072,2.7686,0.125
,FY 13,Natural Gas,BAHNA WRESTLING  CENTER,2013,22072,3.052,0.138
,FY 13,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2013,45356,11.00355,0.243
,FY 13,Natural Gas,FISHER RAY BASEBALL STADIUM,2013,30167,3.32995,0.110
,FY 13,Natural Gas,CRISLER ARENA,2013,201311,0.4469,0.002
,FY 13,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2013,78402,4.918843,0.063
,FY 13,Natural Gas,MICHIGAN STADIUM COMPLEX,2013,153630,8.6982,0.057
,FY 21,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2021,45356,28.65283,0.632
,FY 21,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2021,22837,3.488,0.153
,FY 21,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2021,89001,0.46652,0.005
,FY 21,Natural Gas,FISHER RAY BASEBALL STADIUM,2021,30275,5.64075,0.186
,FY 21,Natural Gas,BAHNA WRESTLING  CENTER,2021,22072,3.38663,0.153
,FY 21,Natural Gas,SCHEMBECHLER GLENN E HALL,2021,90891,0.27032,0.003
,FY 21,Natural Gas,SCHEMBECHLER GLENN E HALL,2021,90891,0.13516,0.001
,FY 21,Natural Gas,CRISLER ARENA,2021,265276,0.5777,0.002
,FY 21,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2021,89026,4.9377,0.055
,FY 21,Natural Gas,FIELD HOCKEY COMPLEX,2021,14683,3.71145,0.253
,FY 21,Natural Gas,WEISFELD FAMILY GOLF CENTER,2021,11307,0.85565,0.076
,FY 21,Natural Gas,MICHIGAN STADIUM COMPLEX,2021,570378,48.069,0.084
,FY 21,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2021,17382,2.5833,0.149
,FY 14,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2014,17382,9.3195,0.536
,FY 14,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2014,22837,22.20875,0.972
,FY 14,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2014,88863,40.766,0.459
,FY 14,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2014,45356,49.79665,1.098
,FY 14,Natural Gas,BAHNA WRESTLING  CENTER,2014,22072,11.0199,0.499
,FY 14,Natural Gas,MICHIGAN STADIUM COMPLEX,2014,570265,275.5302,0.483
,FY 14,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2014,78402,165.696241,2.113
,FY 14,Natural Gas,WEISFELD FAMILY GOLF CENTER,2014,11307,3.72235,0.329
,FY 14,Natural Gas,CRISLER ARENA,2014,264041,4.7524,0.018
,FY 14,Natural Gas,SCHEMBECHLER GLENN E HALL,2014,85525,48.000657,0.561
,FY 14,Natural Gas,SCHEMBECHLER GLENN E HALL,2014,85525,96.015702,1.123
,FY 14,Natural Gas,FISHER RAY BASEBALL STADIUM,2014,30167,34.6838,1.150
,FY 10,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2010,22837,4.49625,0.197
,FY 10,Natural Gas,MICHIGAN STADIUM COMPLEX,2010,153630,123.7586,0.806
,FY 10,Natural Gas,MICHIGAN STADIUM COMPLEX,2010,153630,10.4967,0.068
,FY 10,Natural Gas,BAHNA WRESTLING  CENTER,2010,0,5.53175,#DIV/0!
,FY 10,Natural Gas,BAHNA WRESTLING  CENTER,2010,0,-5.53175,#DIV/0!
,FY 10,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2010,45356,15.73415,0.347
,FY 10,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2010,88863,8.00605,0.090
,FY 10,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2010,76247,310.920974,4.078
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,90.070951,1.292
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,180.168825,2.585
,FY 10,Natural Gas,FISHER RAY BASEBALL STADIUM,2010,11556,10.3877,0.899
,FY 17,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2017,17382,0.218,0.013
,FY 17,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2017,22837,0.16895,0.007
,FY 17,Natural Gas,FISHER RAY BASEBALL STADIUM,2017,30167,0.11445,0.004
,FY 17,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2017,78278,3.1868875,0.041
,FY 17,Natural Gas,BAHNA WRESTLING  CENTER,2017,22072,1.07365,0.049
,FY 17,Natural Gas,SCHEMBECHLER GLENN E HALL,2017,85526,0.92323,0.011
,FY 17,Natural Gas,SCHEMBECHLER GLENN E HALL,2017,85526,1.8467325,0.022
,FY 17,Natural Gas,CRISLER ARENA,2017,264041,0.82295,0.003
,FY 17,Natural Gas,WEISFELD FAMILY GOLF CENTER,2017,11307,0,0.000
,FY 17,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2017,89026,0.37605,0.004
,FY 17,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2017,45356,7.7499,0.171
,FY 17,Natural Gas,MICHIGAN STADIUM COMPLEX,2017,570265,4.1965,0.007
,FY 17,Natural Gas,FIELD HOCKEY COMPLEX,2017,14683,0.83385,0.057
,FY 07,Natural Gas,FISHER RAY BASEBALL STADIUM,2007,11556,14.3226,1.239
,FY 07,Natural Gas,MICHIGAN STADIUM COMPLEX,2007,153630,43.65995,0.284
,FY 07,Natural Gas,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2007,14149,1.1227,0.079
,FY 07,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2007,45356,17.19475,0.379
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,9.6578905,0.139
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,19.318724,0.277
,FY 07,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2007,76247,33.3386855,0.437
,FY 07,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2007,88863,7.50465,0.084
,FY 07,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2007,22837,5.6571,0.248
,FY 10,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2010,0,1.4388,#DIV/0!
,FY 10,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2010,0,-1.4388,#DIV/0!
,FY 10,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2010,22837,2.6051,0.114
,FY 10,Natural Gas,MICHIGAN STADIUM COMPLEX,2010,153630,38.91845,0.253
,FY 10,Natural Gas,MICHIGAN STADIUM COMPLEX,2010,153630,0,0.000
,FY 10,Natural Gas,BAHNA WRESTLING  CENTER,2010,0,5.7334,#DIV/0!
,FY 10,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2010,45356,12.78025,0.282
,FY 10,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2010,45356,0,0.000
,FY 10,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2010,88863,4.0221,0.045
,FY 10,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2010,76247,17.214588,0.226
,FY 10,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2010,76247,0,0.000
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,0,0.000
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,4.9869135,0.072
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,0,0.000
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,9.9752985,0.143
,FY 10,Natural Gas,FISHER RAY BASEBALL STADIUM,2010,11556,0,0.000
,FY 10,Natural Gas,FISHER RAY BASEBALL STADIUM,2010,11556,7.8371,0.678
,FY 20,Natural Gas,MICHIGAN STADIUM COMPLEX,2020,570378,15.31995,0.027
,FY 20,Natural Gas,BAHNA WRESTLING  CENTER,2020,22072,0.45998,0.021
,FY 20,Natural Gas,FISHER RAY BASEBALL STADIUM,2020,30275,0.2616,0.009
,FY 20,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2020,17382,0.52102,0.030
,FY 20,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2020,45356,2.54406,0.056
,FY 20,Natural Gas,CRISLER ARENA,2020,265276,2.28355,0.009
,FY 20,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2020,22837,0.3815,0.017
,FY 20,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2020,89001,14.23758,0.160
,FY 20,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2020,89026,0.2071,0.002
,FY 20,Natural Gas,WEISFELD FAMILY GOLF CENTER,2020,11307,0.01635,0.001
,FY 20,Natural Gas,FIELD HOCKEY COMPLEX,2020,14683,0.2943,0.020
,FY 20,Natural Gas,SCHEMBECHLER GLENN E HALL,2020,90891,4.1245055,0.045
,FY 20,Natural Gas,SCHEMBECHLER GLENN E HALL,2020,90891,8.2502645,0.091
,FY 07,Natural Gas,MICHIGAN STADIUM COMPLEX,2007,153630,2.00015,0.013
,FY 07,Natural Gas,HARTWIG MARIE DOROTHY ADMINISTRATION BUILDING,2007,14149,0,0.000
,FY 07,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2007,45356,12.1099,0.267
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,1.0794815,0.015
,FY 07,Natural Gas,SCHEMBECHLER GLENN E HALL,2007,69698,2.15929,0.031
,FY 07,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2007,76247,3.7263285,0.049
,FY 07,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2007,88863,0.8502,0.010
,FY 07,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2007,22837,0.6758,0.030
,FY 20,Natural Gas,MICHIGAN STADIUM COMPLEX,2020,570378,34.0625,0.060
,FY 20,Natural Gas,BAHNA WRESTLING  CENTER,2020,22072,0.482325,0.022
,FY 20,Natural Gas,FISHER RAY BASEBALL STADIUM,2020,30275,2.77405,0.092
,FY 20,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2020,17382,2.85471,0.164
,FY 20,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2020,45356,5.859295,0.129
,FY 20,Natural Gas,CRISLER ARENA,2020,265276,1.74945,0.007
,FY 20,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2020,22837,3.2264,0.141
,FY 20,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2020,89001,39.5667275,0.445
,FY 20,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2020,89026,3.22095,0.036
,FY 20,Natural Gas,WEISFELD FAMILY GOLF CENTER,2020,11307,0.1962,0.017
,FY 20,Natural Gas,FIELD HOCKEY COMPLEX,2020,14683,0.50685,0.035
,FY 20,Natural Gas,SCHEMBECHLER GLENN E HALL,2020,90891,11.462113,0.126
,FY 20,Natural Gas,SCHEMBECHLER GLENN E HALL,2020,90891,22.9276595,0.252
,FY 10,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2010,0,0.5777,#DIV/0!
,FY 10,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2010,0,-0.5777,#DIV/0!
,FY 10,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2010,22837,1.6023,0.070
,FY 10,Natural Gas,MICHIGAN STADIUM COMPLEX,2010,153630,6.1367,0.040
,FY 10,Natural Gas,BAHNA WRESTLING  CENTER,2010,0,2.35985,#DIV/0!
,FY 10,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2010,45356,10.6275,0.234
,FY 10,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2010,88863,0.8611,0.010
,FY 10,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2010,76247,4.945112,0.065
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,1.4325325,0.021
,FY 10,Natural Gas,SCHEMBECHLER GLENN E HALL,2010,69711,2.8655555,0.041
,FY 10,Natural Gas,FISHER RAY BASEBALL STADIUM,2010,11556,4.23465,0.366
,FY 14,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2014,17382,0.4578,0.026
,FY 14,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2014,22837,0.3052,0.013
,FY 14,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2014,88863,0.59405,0.007
,FY 14,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2014,45356,11.9682,0.264
,FY 14,Natural Gas,BAHNA WRESTLING  CENTER,2014,22072,1.962,0.089
,FY 14,Natural Gas,MICHIGAN STADIUM COMPLEX,2014,570265,25.833,0.045
,FY 14,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2014,78402,6.4991795,0.083
,FY 14,Natural Gas,WEISFELD FAMILY GOLF CENTER,2014,11307,0.02725,0.002
,FY 14,Natural Gas,CRISLER ARENA,2014,264041,1.54235,0.006
,FY 14,Natural Gas,SCHEMBECHLER GLENN E HALL,2014,85525,1.882757,0.022
,FY 14,Natural Gas,SCHEMBECHLER GLENN E HALL,2014,85525,3.7661135,0.044
,FY 14,Natural Gas,FISHER RAY BASEBALL STADIUM,2014,30167,5.34645,0.177
,FY 20,Natural Gas,MICHIGAN STADIUM COMPLEX,2020,570378,2.99205,0.005
,FY 20,Natural Gas,BAHNA WRESTLING  CENTER,2020,22072,1.15867,0.052
,FY 20,Natural Gas,FISHER RAY BASEBALL STADIUM,2020,30275,8.34395,0.276
,FY 20,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2020,17382,0.45998,0.026
,FY 20,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2020,45356,6.68497,0.147
,FY 20,Natural Gas,CRISLER ARENA,2020,265276,0,0.000
,FY 20,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2020,22837,1.46605,0.064
,FY 20,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2020,89001,18.905723,0.212
,FY 20,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2020,89026,4.1311,0.046
,FY 20,Natural Gas,WEISFELD FAMILY GOLF CENTER,2020,11307,0.4033,0.036
,FY 20,Natural Gas,FIELD HOCKEY COMPLEX,2020,14683,1.7658,0.120
,FY 20,Natural Gas,SCHEMBECHLER GLENN E HALL,2020,90891,5.476814,0.060
,FY 20,Natural Gas,SCHEMBECHLER GLENN E HALL,2020,90891,10.955263,0.121
,FY 13,Natural Gas,SCHEMBECHLER GLENN E HALL,2013,77187,9.650315,0.125
,FY 13,Natural Gas,SCHEMBECHLER GLENN E HALL,2013,77187,19.3035185,0.250
,FY 13,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2013,88863,1.962,0.022
,FY 13,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2013,17382,2.99205,0.172
,FY 13,Natural Gas,WEISFELD FAMILY GOLF CENTER,2013,11307,0.13625,0.012
,FY 13,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2013,22837,4.3382,0.190
,FY 13,Natural Gas,BAHNA WRESTLING  CENTER,2013,22072,5.2429,0.238
,FY 13,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2013,45356,16.9931,0.375
,FY 13,Natural Gas,FISHER RAY BASEBALL STADIUM,2013,30167,9.60835,0.319
,FY 13,Natural Gas,CRISLER ARENA,2013,201311,2.0601,0.010
,FY 13,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2013,78402,33.3124165,0.425
,FY 13,Natural Gas,MICHIGAN STADIUM COMPLEX,2013,153630,51.8513,0.338
,FY 21,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2021,45356,28.1874,0.621
,FY 21,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2021,22837,0.71395,0.031
,FY 21,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2021,89001,0.0174945,0.000
,FY 21,Natural Gas,FISHER RAY BASEBALL STADIUM,2021,30275,0.2834,0.009
,FY 21,Natural Gas,BAHNA WRESTLING  CENTER,2021,22072,1.912405,0.087
,FY 21,Natural Gas,SCHEMBECHLER GLENN E HALL,2021,90891,0.0050685,0.000
,FY 21,Natural Gas,SCHEMBECHLER GLENN E HALL,2021,90891,0.010137,0.000
,FY 21,Natural Gas,CRISLER ARENA,2021,265276,0.2289,0.001
,FY 21,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2021,89026,1.7113,0.019
,FY 21,Natural Gas,FIELD HOCKEY COMPLEX,2021,14683,1.6677,0.114
,FY 21,Natural Gas,WEISFELD FAMILY GOLF CENTER,2021,11307,0.0218,0.002
,FY 21,Natural Gas,MICHIGAN STADIUM COMPLEX,2021,570378,14.9984,0.026
,FY 21,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2021,17382,0.166225,0.010
,FY 14,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2014,17382,7.75535,0.446
,FY 14,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2014,22837,12.86745,0.563
,FY 14,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2014,88863,22.25235,0.250
,FY 14,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2014,45356,30.65625,0.676
,FY 14,Natural Gas,BAHNA WRESTLING  CENTER,2014,22072,5.777,0.262
,FY 14,Natural Gas,MICHIGAN STADIUM COMPLEX,2014,570265,183.2617,0.321
,FY 14,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2014,78402,105.582196,1.347
,FY 14,Natural Gas,WEISFELD FAMILY GOLF CENTER,2014,11307,2.41435,0.214
,FY 14,Natural Gas,CRISLER ARENA,2014,264041,3.6406,0.014
,FY 14,Natural Gas,SCHEMBECHLER GLENN E HALL,2014,85525,61.1815365,0.715
,FY 14,Natural Gas,SCHEMBECHLER GLENN E HALL,2014,85525,30.5862175,0.358
,FY 14,Natural Gas,FISHER RAY BASEBALL STADIUM,2014,30167,23.6748,0.785
,FY 14,Natural Gas,FIELD HOCKEY COMPLEX,2014,0,33.572,#DIV/0!
,FY 16,Natural Gas,FIELD HOCKEY COMPLEX,2016,14683,8.5674,0.583
,FY 16,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2016,45356,35.1961,0.776
,FY 16,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2016,17382,7.7717,0.447
,FY 16,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2016,22837,12.9165,0.566
,FY 16,Natural Gas,CRISLER ARENA,2016,264041,3.2809,0.012
,FY 16,Natural Gas,WEISFELD FAMILY GOLF CENTER,2016,11307,3.05745,0.270
,FY 16,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2016,78278,92.1872405,1.178
,FY 16,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2016,89026,20.66095,0.232
,FY 16,Natural Gas,BAHNA WRESTLING  CENTER,2016,22072,8.16955,0.370
,FY 16,Natural Gas,MICHIGAN STADIUM COMPLEX,2016,570265,149.5916,0.262
,FY 16,Natural Gas,SCHEMBECHLER GLENN E HALL,2016,85526,26.7058175,0.312
,FY 16,Natural Gas,SCHEMBECHLER GLENN E HALL,2016,85526,53.419592,0.625
,FY 16,Natural Gas,FISHER RAY BASEBALL STADIUM,2016,30167,25.04275,0.830
,FY 11,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2011,22837,0.4469,0.020
,FY 11,Natural Gas,MICHIGAN STADIUM COMPLEX,2011,153630,5.3519,0.035
,FY 11,Natural Gas,FISHER RAY BASEBALL STADIUM,2011,30167,3.90765,0.130
,FY 11,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2011,45356,11.70115,0.258
,FY 11,Natural Gas,OOSTERBAAN BENNIE FIELD HOUSE,2011,78402,4.058724,0.052
,FY 11,Natural Gas,SCHEMBECHLER GLENN E HALL,2011,77187,1.175783,0.015
,FY 11,Natural Gas,SCHEMBECHLER GLENN E HALL,2011,77187,2.351893,0.030
,FY 11,Natural Gas,BAHNA WRESTLING  CENTER,2011,22072,1.35705,0.061
,FY 11,Natural Gas,TISCH PRESTON ROBERT TENNIS BLDG,2011,88863,0.49595,0.006
,FY 11,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2011,17368,0.86655,0.050
,FY 11,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2011,17368,0.5014,0.029
,FY 20,Natural Gas,MICHIGAN STADIUM COMPLEX,2020,570378,112.09015,0.197
,FY 20,Natural Gas,BAHNA WRESTLING  CENTER,2020,22072,3.076525,0.139
,FY 20,Natural Gas,FISHER RAY BASEBALL STADIUM,2020,30275,11.8374,0.391
,FY 20,Natural Gas,INTERCOLLEGIATE SOCCER STADIUM,2020,17382,5.31593,0.306
,FY 20,Natural Gas,ROSS STEPHEN M ACADEMIC CENTER,2020,45356,11.86792,0.262
,FY 20,Natural Gas,CRISLER ARENA,2020,265276,2.85035,0.011
,FY 20,Natural Gas,SHEPHERD WOMENS GYMNASTIC,2020,22837,7.4229,0.325
